epoch,accuracy,loss,pr_auc,precision,recall,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall
0,0.6901739239692688,0.8420524001121521,0.4196554124355316,0.6611195206642151,0.13335368037223816,0.7285447716712952,0.6252434849739075,0.6188300848007202,0.954285740852356,0.12462686747312546
1,0.8789288997650146,0.4864817261695862,0.7961277365684509,0.9108455777168274,0.45361611247062683,0.7933768630027771,0.5789578557014465,0.6433380246162415,0.9626865386962891,0.2888059616088867
2,0.9185535311698914,0.36854296922683716,0.8830858469009399,0.9397875070571899,0.6072627305984497,0.7875933051109314,0.6295755505561829,0.646299421787262,0.8991436958312988,0.3526119291782379
3,0.9380225539207458,0.309431791305542,0.9170303344726562,0.946602463722229,0.6897314786911011,0.7702425122261047,0.6757133603096008,0.6683151721954346,0.8372092843055725,0.4701492488384247
4,0.9476808309555054,0.27460911870002747,0.9365137815475464,0.9555248022079468,0.7375648617744446,0.7272388339042664,0.8295665979385376,0.618623673915863,0.6882978677749634,0.4828358292579651
5,0.9541196227073669,0.2503969669342041,0.9470539093017578,0.9618422389030457,0.7711321115493774,0.6847947835922241,0.9460970163345337,0.4795539677143097,0.5469409227371216,0.3869403004646301
6,0.9600549340248108,0.22900424897670746,0.9565509557723999,0.9637205004692078,0.7944003939628601,0.7070895433425903,0.8576105237007141,0.49903932213783264,0.6087231636047363,0.35932835936546326
