epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9500443935394287,0.9792703986167908,0.14371512830257416,0.9266098737716675,0.8690053224563599,1.0,0.0,0.0011221881723031402,0.0,0.0
1,0.9836812019348145,0.9961750507354736,0.053388770669698715,0.9696564078330994,0.9649200439453125,1.0,0.0,0.00012824879377149045,0.0,0.0
2,0.9856793880462646,0.9970709085464478,0.04473184049129486,0.9707317352294922,0.9720248579978943,1.0,0.0,0.011450417339801788,0.0,0.0
3,0.9894537925720215,0.9982963800430298,0.034474387764930725,0.9786950945854187,0.9791296720504761,0.9993667006492615,0.0,0.0023102082777768373,0.0,0.0
4,0.9866784811019897,0.9982307553291321,0.035936783999204636,0.9716814160346985,0.9751332402229309,1.0,0.0,0.0005637292051687837,0.0,0.0
5,0.9914520382881165,0.9988349676132202,0.028134096413850784,0.9814077019691467,0.9844582676887512,1.0,0.0,4.454987902136054e-06,0.0,0.0
