epoch,accuracy,loss,pr_auc,precision,recall,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall
0,0.8477723598480225,0.6060864329338074,0.6233617663383484,0.26194441318511963,0.9118095636367798,0.7499067187309265,0.7198651432991028,0.3121923804283142,0.38578087091445923,0.12350746244192123
1,0.9075526595115662,0.391623318195343,0.8348531723022461,0.4695340394973755,0.9094446301460266,0.7549440264701843,1.130321979522705,0.45269468426704407,0.876288652420044,0.06343283504247665
2,0.9312022924423218,0.3064160645008087,0.8936237692832947,0.58472740650177,0.9253127574920654,0.7589552402496338,1.413796067237854,0.5009807348251343,0.9011857509613037,0.08507462590932846
3,0.9427830576896667,0.2624303996562958,0.9169192314147949,0.6483180522918701,0.9380530714988708,0.7621268630027771,1.5281598567962646,0.547225296497345,0.903124988079071,0.10783582180738449
4,0.9478181004524231,0.24319200217723846,0.9279712438583374,0.6752699017524719,0.9401128888130188,0.779291033744812,1.40139639377594,0.5729182362556458,0.8484848737716675,0.20895522832870483
5,0.9516021013259888,0.22987966239452362,0.933239221572876,0.6940139532089233,0.9428593516349792,0.7594216465950012,1.626400351524353,0.46250033378601074,0.7566666603088379,0.08470149338245392
6,0.9530363082885742,0.22250162065029144,0.937935471534729,0.7054607272148132,0.9461397528648376,0.7600746154785156,1.630696177482605,0.4859420955181122,0.80756014585495,0.08768656849861145
